Date,Close,High,Low,Open,Volume,daily_return,log_return,ma_7,price_ma_ratio,high_low_ratio,ma_14,ma_30,ma_crossover,volatility_7,volatility_14,day_of_week,month,quarter,is_monday,is_friday,volume_ma_7,volume_ratio,target
2021-07-28,2777.92431640625,2783.701077035545,2721.1113029465578,2769.411028043648,1660654.0,,,,,1.0230015486765323,,,0,,,2,7,3,0,0,,,0
2021-07-29,2776.186767578125,2801.943593815388,2771.408925726824,2780.052433568166,1731997.0,-0.06254845813700172,-0.0006256802784587122,,,1.01101774184427,,,0,,,3,7,3,0,0,,,0
2021-07-30,2751.558837890625,2800.2494279850853,2747.12860308686,2796.340284995809,2999943.0,-0.8871135751786885,-0.008910718546663183,,,1.0193368540659273,,,0,,,4,7,3,0,1,,,1
2021-08-02,2796.68798828125,2801.465830240041,2751.16826972588,2762.4613507193862,2608669.0,1.6401303061075456,0.0162682544987403,,,1.0182822552395798,,,0,,,0,8,3,1,0,,,1
2021-08-03,2853.587890625,2858.0183382323976,2796.2972614898176,2805.027724666387,3804735.0,2.034545955150291,0.02014125578988585,,,1.0220724304216842,,,0,,,1,8,3,0,0,,,0
2021-08-04,2844.074951171875,2871.221774901513,2832.9990470901826,2866.7045858498136,2929598.0,-0.3333676696757215,-0.0033392457773705137,,,1.013491966349438,,,0,,,2,8,3,0,0,,,1
2021-08-05,2852.7626953125,2879.735828978224,2834.129152953682,2844.987885340477,2534521.0,0.3054681852545871,0.003050025791383013,2807.5404924665177,1.0161074089464879,1.0160919540229885,,,0,,,3,8,3,0,0,2610016.714285714,0.9710746242073874,1
2021-08-06,2875.218017578125,2887.553492487723,2836.300286694469,2842.859002056113,2292362.0,0.7871430141217939,0.007840612050974905,2821.4395926339284,1.0190606331195602,1.0180704441041348,,,0,1.057515425367321,,4,8,3,0,1,2700260.714285714,0.848940988502433,1
2021-08-09,2886.424072265625,2898.846501548629,2875.3916452280378,2887.466467907405,1510489.0,0.3897462599006474,0.003889887168576006,2837.1877790178573,1.0173539071371622,1.0081570996978853,,,0,1.031062424045719,,0,8,3,1,0,2668616.714285714,0.5660194631600738,1
2021-08-10,2896.15380859375,2910.0529844223115,2880.2567959075063,2880.2567959075063,2040777.0,0.3370861690634275,0.003365193071547565,2857.8442034040177,1.013405071257594,1.0103449763775028,,,0,0.8280707121982599,,1,8,3,0,0,2531593.0,0.8061236541576786,1
2021-08-11,2905.10107421875,2918.8265510124475,2890.246459200944,2910.1395672296726,1929707.0,0.30893613448466084,0.0030845990738168306,2873.331787109375,1.011056602391656,1.009888461837059,,,0,0.7336340370636097,,2,8,3,0,0,2434598.4285714286,0.7926181900693625,1
2021-08-12,2911.660400390625,2925.776751999888,2889.2914124559466,2889.2914124559466,1310205.0,0.2257865046447316,0.002255319899508903,2881.627859933036,1.0104220745763774,1.0126277811184605,,,0,0.32980144824415686,,3,8,3,0,0,2078237.0,0.6304406090354469,1
2021-08-13,3008.64990234375,3023.070380371302,2916.654828188691,2919.478097940475,4363584.0,3.33107191828117,0.032767937921723035,2905.1385672433034,1.0356304295662802,1.0364854802680565,,,0,1.1257202392483943,,4,8,3,0,1,2283092.1428571427,1.911260574240011,1
2021-08-16,3016.94677734375,3035.537054738601,2985.2827556134,3005.697172827692,2083489.0,0.27576737969867704,0.0027538783906620352,2928.593436104911,1.0301692068791737,1.0168340164866143,2868.066964285714,,0,1.1280020518250586,,0,8,3,1,0,2218659.0,0.9390758111093233,1
2021-08-17,3086.52880859375,3093.261221010651,3008.302477384328,3024.8947012069034,4336019.0,2.3063725145082925,0.022801777448833136,2958.780691964286,1.0431759329025005,1.0282414232827388,2890.1101422991073,,0,1.261579377113014,1.1513328519704729,1,8,3,0,0,2510610.0,1.727077881471037,1
2021-08-18,3093.04443359375,3122.9710539890493,3072.2391472921595,3104.5981658627,2631309.0,0.21109879103862195,0.002108762906161774,2988.2978864397323,1.0350522441652605,1.016513007049469,2912.742832728795,,0,1.278267827911954,1.1385209516983696,2,8,3,0,0,2670727.1428571427,0.9852406701438721,0
2021-08-20,3092.13232421875,3105.5971510274003,3040.4447632436086,3045.656954266312,2836148.0,-0.029489048559838693,-0.0002949339743474575,3016.2948172433034,1.0251426042779057,1.0214285714285714,2937.069510323661,,0,1.3168524079950612,1.062395863923817,4,8,3,0,1,2784351.5714285714,1.0186026897978453,1
2021-08-23,3159.80322265625,3190.728968057137,3094.2164987008146,3109.9400233173296,3744176.0,2.1884864987011143,0.0216488288668026,3052.680838448661,1.035091249258153,1.031191246442143,2963.0063127790177,,0,1.3560850379326,1.1033954749804884,0,8,3,1,0,3043561.4285714286,1.230195640164037,0
2021-08-24,3138.78125,3185.8213991107027,3122.4496764479563,3176.8302851679027,2511141.0,-0.6652937279612692,-0.006675166715721833,3085.1266741071427,1.0173913688352474,1.020295514493235,2983.377267020089,,0,1.498797929385926,1.122111968444035,1,8,3,0,0,3215123.714285714,0.7810402407976659,1
2021-08-25,3178.56787109375,3212.229938599867,3133.439025589565,3136.001643795692,2123263.0,1.2675818390896154,0.012596152717001886,3109.4006696428573,1.0222445444635597,1.0251451878804239,3007.26961844308,,0,1.1454367810211061,1.091112674727155,2,8,3,0,0,2895077.8571428573,0.7334044556906809,1
2021-08-26,3189.73095703125,3203.412959628608,3168.925456429799,3179.4367940527254,1902533.0,0.3511986023334135,0.0035058334014933124,3134.0841238839284,1.0177553731641258,1.010883027598151,3031.33877999442,,0,1.1400966782920854,1.0895765279700742,3,8,3,0,0,2869227.0,0.6630820775072868,1
2021-08-27,3231.688232421875,3239.810647206468,3171.704778228528,3184.648299412498,3944728.0,1.3153860296003073,0.013068099513920945,3154.8211844308034,1.0243649460610997,1.0214729534241136,3056.800938197545,,0,0.971560199247314,1.0979833101741552,4,8,3,0,1,2813328.285714286,1.4021570180880825,0
2021-08-30,3215.3134765625,3249.2361919871105,3203.4123507283152,3227.2146023966848,2033114.0,-0.5066935509154491,-0.0050798159548948885,3172.2881905691966,1.0135628553929028,1.0143046964429594,3080.293038504464,,0,1.0609369604880745,1.1513440937711978,0,8,3,1,0,2727871.8571428573,0.7453114026145865,1
2021-08-31,3289.283447265625,3304.616103294764,3217.181470574093,3222.3501843175904,3207480.0,2.300552379801135,0.022744886561960824,3200.45263671875,1.0277557022802712,1.027177401561084,3108.3737269810267,,0,1.2013312483224343,1.2112932000422916,1,8,3,0,0,2780919.285714286,1.153388383646004,0
2021-09-01,3227.171875,3315.5619590111364,3220.265763432762,3297.5799401108075,2643336.0,-1.8883010011575108,-0.019063570677620836,3210.076729910714,1.0053254630738255,1.029592649358477,3131.3787841796875,,0,1.4342518867545462,1.4207948491913929,2,9,3,0,0,2623656.4285714286,1.0075008187864318,1
2021-09-02,3332.97900390625,3352.437765671095,3233.295850013439,3243.720232119877,3403717.0,3.2786332121294226,0.03226032665298196,3237.819266183036,1.0293900708779817,1.0368484423277136,3161.472970145089,,0,1.7309430788858964,1.5594869917649656,3,9,3,0,0,2751167.285714286,1.237190125687429,1
2021-09-03,3337.582763671875,3350.4828077907487,3305.00657334456,3322.7714133861414,1746812.0,0.13812747575756568,0.0013803216751425553,3260.5356794084823,1.0236301920417477,1.0137598015123366,3184.96817452567,,0,1.740759535642832,1.4162916645052843,4,9,3,0,1,2697388.5714285714,0.6475937573483772,1
2021-09-06,3346.22705078125,3368.465820064735,3313.216503551321,3344.2290015583035,1723693.0,0.2589984345396479,0.00258663611593698,3282.892264229911,1.0192923743619091,1.016675432002163,3208.48819405692,,0,1.7442959462371483,1.4167334294883185,0,9,3,1,0,2671840.0,0.6451333163662495,0
2021-09-07,3314.86669921875,3361.819898080558,3308.221240170939,3356.651184145082,1585039.0,-0.937185405729668,-0.009416046206502446,3294.77490234375,1.0060980787672953,1.0162016546108776,3224.7980433872767,,0,1.817970294240559,1.4081606235208686,1,9,3,0,0,2334741.5714285714,0.6788926960469348,0
2021-09-08,3278.598876953125,3314.085301118745,3262.8320815208413,3309.7418079324825,4147175.0,-1.0940959488408009,-0.011001251960652356,3303.815673828125,0.9923673717408752,1.0157082002129922,3238.051932198661,3055.5079264322917,1,1.8781584292700537,1.4719608946300322,2,9,3,0,0,2636750.285714286,1.5728357070705865,1
2021-09-09,3293.583251953125,3308.6117777077047,3270.649697473994,3292.1065069900405,1441148.0,0.4570359340184238,0.0045599469614229894,3304.429931640625,0.9967175337616814,1.0116068927415338,3252.4412841796875,3072.6965576171874,1,1.6672845107007097,1.4660862137971706,3,9,3,0,0,2384417.1428571427,0.6044026332880392,1
2021-09-13,3340.44970703125,3346.573861504816,3272.3870978760497,3272.3870978760497,1691473.0,1.4229625150763203,0.014129334315767355,3320.612479073661,1.0059739665747216,1.0226705342032785,3265.3446044921875,3091.505322265625,1,1.492765884862717,1.4099306623644028,0,9,3,1,0,2248436.714285714,0.7522884630254533,1
2021-09-14,3375.67529296875,3384.8835815661164,3322.771641085691,3344.445625451803,1991188.0,1.0545162785523754,0.01048995036654831,3326.7119489397323,1.0147182397455912,1.0186928104575164,3282.265607561384,3112.3092041015625,1,0.9368091700629804,1.38399453218338,1,9,3,0,0,2046646.857142857,0.9729025762557404,1
2021-09-15,3435.31201171875,3457.420348161301,3358.388710048138,3372.374842019018,2461369.0,1.7666604034522582,0.017512363539777503,3340.673270089286,1.0283292420353742,1.0294878427315055,3300.604474748884,3133.596671549479,1,1.109335631717931,1.4106281561105913,2,9,3,0,0,2148726.4285714286,1.1455013385005137,0
2021-09-16,3390.791259765625,3458.940621955318,3381.0618779429806,3413.9854697769574,2946666.0,-1.2959740425688593,-0.013044450538277666,3347.0395856584823,1.0130717528094413,1.0230338121051243,3314.9659249441966,3151.503450520833,1,1.287895170032244,1.4959916341314239,3,9,3,0,0,2323436.8571428573,1.2682358855336102,0
2021-09-17,3325.24755859375,3427.015500602913,3305.3977135092737,3405.2980386219065,6477148.0,-1.9329913330142778,-0.019519179068170106,3348.5225655691966,0.9930491712330778,1.0367936925098555,3321.6487339564733,3167.5425374348956,1,1.475320507097451,1.599430032233118,4,9,3,0,1,3022309.5714285714,2.143112029698007,0
2021-09-20,3321.46875,3362.7319291879166,3307.873703164557,3308.87262161632,2002008.0,-0.11363991784564265,-0.0011370453696032724,3354.6468331473216,0.9901098134028631,1.0165841355946807,3329.2312534877233,3183.1660725911456,1,1.3923626699007563,1.5891878311002159,0,9,3,1,0,2715857.1428571427,0.7371551207195834,1
2021-09-21,3355.7392578125,3363.2101507028788,3319.8619627520065,3351.439242103864,1568129.0,1.0317877539115727,0.010265011572744794,3363.5262625558034,0.9976848687551538,1.0130572260043422,3333.978097098214,3199.183447265625,1,1.42696988348422,1.4963500512600356,1,9,3,0,0,2733997.285714286,0.5735664070311283,0
2021-09-22,3355.043701171875,3385.1877076595533,3346.6173684546684,3355.347830469312,1744067.0,-0.020727374422957467,-0.00020729522840088585,3365.6111188616073,0.9968601786372435,1.0115251715264644,3343.111798967634,3214.8041015625,1,1.334964352369209,1.3789839084436823,2,9,3,0,0,2741510.714285714,0.6361700470152667,1
2021-09-23,3361.211181640625,3369.680990782189,3331.458262348465,3361.862705420745,2003869.0,0.18382712769422493,0.0018365837241018734,3363.5448172433034,0.9993061975595762,1.0114732724902216,3345.1283830915177,3230.306013997396,1,1.2667590995602165,1.0775927719415757,3,9,3,0,0,2743322.285714286,0.7304533668665355,1
2021-09-24,3362.99267578125,3426.494411341155,3348.832847265645,3379.237295943802,2320754.0,0.05300155343870294,0.0005298751257639939,3353.2134835379466,1.0029163643446244,1.0231906361462386,3346.943376813616,3245.5690673828126,1,0.9919426803135782,1.077392586836089,4,9,3,0,1,2723234.4285714286,0.8522050013951372,0
2021-09-27,3333.15234375,3391.3986149404177,3303.573120278085,3387.923821277569,1673362.0,-0.8873148088054617,-0.00891274889648266,3344.9793526785716,0.9964642505433999,1.0265850009867317,3346.0094691685267,3259.618798828125,1,0.93382739880044,1.104294549576709,0,9,3,1,0,2541333.8571428573,0.6584581538929752,0
2021-09-28,3282.941650390625,3344.4890201802423,3258.705048558736,3344.4890201802423,2253075.0,-1.5064025937345793,-0.01517864087432167,3338.9356515066966,0.9832299849531978,1.0263245584805065,3343.7291085379466,3268.761857096354,1,0.8108122400892896,1.1500993515635114,1,9,3,0,0,1937894.857142857,1.1626404764404143,1
2021-09-29,3294.01806640625,3306.266801239433,3233.4263403457007,3266.1329691904434,2489161.0,0.33739302111284175,0.0033682512785567754,3335.0141252790177,0.9877073807388034,1.0225273295961164,3344.83047921317,3277.997566731771,1,0.8345318803620027,1.114454879613213,2,9,3,0,0,2007488.142857143,1.2399380832493085,0
2021-09-30,3279.814453125,3305.397579887502,3257.7061201389893,3305.397579887502,2252412.0,-0.43119415239716297,-0.0043212647542931835,3324.167724609375,0.986657330448154,1.0146395831882091,3343.846993582589,3284.440421549479,1,0.6653723221263153,1.1141269499345736,3,9,3,0,0,2105242.8571428573,1.0699060169508776,0
2021-10-01,3240.4189453125,3309.7411246713523,3235.9017557482384,3285.200393235141,1578374.0,-1.2011505033452163,-0.012084226072770677,3307.7927594866073,0.9796317910241257,1.0228187919463085,3336.7019391741073,3289.3529052734375,1,0.7226722642831706,1.071877126416538,4,10,4,0,1,2081572.4285714286,0.7582604277110017,1
2021-10-04,3277.860107421875,3286.8510096871387,3220.656226102049,3235.728229979652,1356860.0,1.1554420197282367,0.011488177658674758,3295.8854631696427,0.9945309520160228,1.0205531975280717,3329.7151402064733,3295.5438313802083,1,0.9361417639580499,1.0813449810685622,0,10,4,1,0,1989142.5714285714,0.6821331057358669,1
2021-10-05,3329.98193359375,3335.802171006452,3250.322325208248,3261.0941015516205,1877966.0,1.590117468828467,0.015776075417759616,3291.1696428571427,1.0117928563241467,1.0262988827708734,3322.191563197545,3301.216455078125,0,1.1927248956861503,1.0573546880437874,1,10,4,0,0,1925887.142857143,0.9751173670612652,0
2021-10-06,3310.523681640625,3350.9616472067787,3296.711457600737,3332.328103124224,1678154.0,-0.5843350607048325,-0.005860489779616581,3287.9369768415177,1.00686956743946,1.016455850111166,3316.458164760045,3306.941202799479,0,1.166061963732199,1.0178614439748217,2,10,4,0,0,1926571.7142857143,0.8710571153704412,1
2021-10-07,3381.75634765625,3387.055493405651,3318.4717883990315,3327.115296164053,1647233.0,2.151703865181953,0.021288815167579335,3302.0533621651784,1.0241374008077233,1.0206672557067924,3320.4945068359375,3313.714152018229,0,1.243392722612086,1.0571204380507597,3,10,4,0,0,1840022.857142857,0.8952242052893753,1
2021-10-08,3418.8935546875,3466.0204536607403,3387.9245344817896,3409.6419994464163,2934339.0,1.098163297807897,0.010921772690400067,3319.8927176339284,1.029820492851386,1.023051257011218,3327.4534214564733,3321.3529052734375,0,1.2668598617196352,1.0852607424818321,4,10,4,0,1,1903619.7142857143,1.5414523068758181,0
2021-10-11,3201.6748046875,3264.13413280068,3179.436041530402,3261.962386870672,11845402.0,-6.353480929588484,-0.0656429273519437,3308.729910714286,0.9676446525054458,1.0266393442622954,3316.44881766183,3320.3524576822915,0,2.921011445062809,2.035291269650911,0,10,4,1,0,3274046.8571428573,3.6179696005747015,0
2021-10-12,3173.225830078125,3220.265775386487,3153.897285836865,3219.3970767689025,5752877.0,-0.8885654023239153,-0.008925366871730097,3299.1308942522323,0.9618368994108539,1.0210433262515115,3303.46182686942,3318.9495361328127,0,2.907407614715029,2.038840311275931,1,10,4,0,0,3870404.4285714286,1.4863761930231654,1
2021-10-13,3175.2666015625,3192.857745560252,3166.4059195953646,3170.7494119404887,3545655.0,0.06431220447757902,0.0006429153304171775,3284.474679129464,0.9667502148027186,1.0083538960691016,3290.1800711495534,3315.148974609375,0,2.8474058590597133,2.036558840603766,2,10,4,0,0,4183089.4285714286,0.8476163516329318,0
2021-10-14,3143.281005859375,3194.2409413041028,3140.452318377293,3155.074499244516,6442299.0,-1.0073357521344972,-0.010124437105340452,3257.8031180245534,0.9648468283637037,1.017127667442059,3274.4863804408483,3312.3526123046877,0,2.708018465726792,2.038697139824162,3,10,4,0,0,4835137.0,1.3323922362489418,1
2021-10-18,3174.352783203125,3179.1833532142864,3134.577130685672,3136.3178613209348,3590107.0,0.9885141444824441,0.009836603044648042,3238.3501325334823,0.9802376683461681,1.0142303796234413,3263.1435546875,3307.0650716145833,0,2.791740472206677,2.069969238202711,0,10,4,1,0,5108273.142857143,0.7028024734777579,0
2021-10-19,3163.0380859375,3211.735196250684,3155.2483587152783,3193.3704027509225,3135441.0,-0.3564410775480309,-0.0035707784233466725,3207.104666573661,0.9862596998796301,1.0179025012022842,3254.57901436942,3301.2469156901043,0,2.534205258645925,2.042225622885182,1,10,4,0,0,5320874.285714285,0.589271768441921,0
